offensive_language,tweet
8,ME TOO!!! RT @FreeBandVersace @Miller_Hi_Life i'm finna look for tht hoe...but shiiiid...i know sumptin bout a (cont) http://tl.gd/b245js
6,Man I can't stop looking at this hoe twerking on my Facebook
6,Man heartburn is a bitch
5,Man there's a lot of fat bitches here
6,Man this bitch smells like cheap lip stick
6,Man who da fuck let this hoe in the background looking like a got damn Zebra #BETAwards
5,Man why the ugliest bitches talk the most.
6,"Man, I got fucked within an inch of my life this evening, I'm so unbothered by that bitch &#128553;&#128514;&#128514; #carryon"
6,Me calling bout a nigga &#128564; shit for the birds. &amp; then a nigga that ain't fucking me &#128514; I do not fucking care
6,Melo should've got the bitch for the east
6,Modern day singers talk about the same shit rappers talk about lol....hoes
5,Money pussy &amp; freedom!&#128079;&#128588;&#128175;
5,Most niggas send hate thru the bitches
4,Most of time I be thinking bitch when u gonna give me that pussy
5,Moving has been a bitch this weekend
4,Mum told me about that guy from one direction puffin on the dutchy nd I was like so? Least the cunt isny a mad smackhead...
4,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6
6,My bad dawg. That's yo hoe &#128564;
6,My bitch bad like Brittany but I wish I had Brittany
5,My bitch bre been ina good mood they free'd her young hogg &#128175;
6,My bitch cold not average. You couldn't fuck my last bitch &#128530;&#9995;&#128514;
5,My bitch from magic city she shaking ass &amp; titties http://t.co/LPFjVIWrQn
6,My bitch say I'm in the dog house fuck you mean
6,My bitches cleaning http://t.co/6cgdXrzO8w
6,My dogs man I remember ok girl text my phone on they bs squads was ready deep thenna bitch ready to go
4,My main bitch &amp; my side bitch mad at me I could give two fuckssss
4,My main girl Tryna get a blessing why my side hoe Tryna get affection
6,My mom bitches too much
6,My momma keep talking to me like bitch gtf I'm on Twitter.
7,My niggah
5,My sex game better than yo ex niggah
5,My slap a bitch sense is coming &#128530;
4,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing
5,My walmart tee's count as designer? RT @StonyXx: These niggas hoes in designer clothes &#128557;
6,N then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like &#128514;&#128514;&#128514;&#9996;&#65039;&#128129;&#128581;&#128076;&#128080;&#128080;
4,NBA ALLSTAR weekend is an unofficial negro holiday
9,Naked bitches give me bubble baths
6,Naw I'm just playin I only fucked with bad bitches
5,Naw she not a hoe she just a Freeky Girl
5,Never put nothin pass these hoes cause all of these hoes straight ratchet
6,Never trust a bitch cause these bitches fuckin' anyone. Say you know a faithful bitch where she at? I Gotta get me one
4,"Nigga fuck up. Ain't none of that shit Goin down with yo niggas RT @FrancoisKilljoy: You niggas think you feeling &#128056;, bitch? My niggas &#128058; you"
4,Nigga gone have to get a room like a bitch
5,"Niggas at the march looking for hoes, &amp; they out there too I'm sure of it"
5,Niggas be wanting bitches with money ..but be broke as dirt &#128514;&#128514;&#128514;&#128078;&#128078;&#128078;&#9996;&#65039;
4,Niggas gossip like hoes man I ain't wid that shit
5,Niggas sooooo pussy I swear I don't talk I'm all action
4,Niggas spend $500 just to look good for a bitch they wouldn't even buy 99 cent burger for
5,Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh
7,Niggas talk more than bitches these days
4,Niggas talk more then bitches these days
5,Night bitches. &#9996;
7,Nikko a gay bitch
5,"No bitch, I don?t have anything to hide. I just don?t like people looking through my phone.."
6,No need to tweet these bitches know my status
5,"Nooo.. not Sailor Moon and squad ""in the club w/ all my bitches lookin good."" https://t.co/S6Yj748if1"
5,Now a neighborhood nigga like me ain't supposed to get no pussy like this
5,Now my side bitch my main bitch Bc my main hoe ain't feeling me no mo. No mo.
4,"Now that nicki minaj said ""fuck skinny bitches"" watch all these fat bitches come outta no where it's time to play."
6,OG old faced hunnids with a young hoe
4,"Ocean drive &#127754; then I gave it a pill I think ""@justmoody_: I met that pussy on ocean drive,&#8221;"
6,Oh my god this bitch walked past me and legit smelled like a fish market!! TFEH TFEH TFEH&#128562;
4,"Ohh &amp; btw @Leslieeeixta when you get a call from 24 blame @KimberlyyAye , bitch keeps signing up people bc she wants gym buddies lol"
6,"Ohkay ma Texas bitch keep textin me , callin cryin stressin me bout where I been but I've been with another bitch allegedly &#128076;"
4,Ok this is funny... A proud liberal who wants to end racism calls Tim Scott an Uncle Tom Lolz lib idiots #tcot http://t.co/y6X6eagw20
6,"Ok, night night bitches"
5,Okay so I know I'm like ten years late but I freaking HATE Ana Sofia from Lost fuck that dumb bitch wtf is her problem &#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;
5,"Omg he's at it again. He's the most pathetic, spineless, no balls having piece of trash on twitter I've ever seen. Let me go throw up, blah."
5,Omg this bitch was standing and humming a very deep and annoying tone the whole time she was at the counter wtf.
6,On a handstand? RT @blaaksuedepumps *pops pussy in delight*
6,On this 2k14 Online hitting on these niggah &#128514;&#128514;&#128514;&#128514;&#128076;
8,"Once you hate someone, everything they do is offensive. ""Look at this bitch eating those crackers like she own the damn place!"""
9,"One big school, full of fake bitches."
6,One thing I never did and that's love a bitch cuz I'm Drillin shit. I only love my clique
6,Only basic bitches workout at planet fitness
6,Only things that calm me down.. pussy and some Cali tree.
5,Pau a hoe. How u gon play after the trade deadline
6,"People talk shit on Twitter but when they see you in person be looking. Like bitch wtf you looking at. Yes its me, yeah I'm cute.."
6,Pink champagne for my boo thang she a bad bitch I hope that she don't trade me
6,"Play me about twice? Aye, im a pyhscopathic cunt. You're dead."
6,"Poor Leo,he can't help havin resting bitch face. I feel ya home skillet biscuit"
6,Probably going to tackle Kenzie when I see her tbh I miss my bitch
4,Probably saved @KingBorgman's ass today. About out gas in a Diesel engine.&#128514; what would you do without your redneck friends?&#128514;&#128514;
9,Pull up on my ex make that bitch mad
6,Pull up on my ex make that bitch mad.
6,Punk ass cop jus bulldogged that bitch https://t.co/SCeoQIqbme
6,Punk bitch walking tall like you got something to prove
6,Pussys only pussy an I get it when I need it
4,Put a b&#299;tch pussy on first 48
4,RFT Tweet of the day&#128588;&#128588; &#8220;@HereForEB: If a nigga change on you.. Fuck em .. He was a bitch nigga from day 1&#8221;
6,"RT &#8220;@KillAll_Simps: Black bitches think its ok to clap they hands when they getting into an argument, bitch stfu before I steal yo purse&#8221;"
4,RT @1WayHustle: Bitches love niggas that got bitches
8,RT @1stblock_thomas: @1stBlocJeremiah @LowworldsFinest Nah boa That nigga Wayne run his mouth like a hoe &amp; my girl ain't No hoe so Chill wi&#8230;
5,RT @22duces20: Happy birthday to my little ass cousin who doesn't remember who I am @1NOnlyDirtyMike hope it's a good one fag !
6,RT @4200Savage: Mama told me look rich act poor n neva trip ona bitch dat ain't urs#gang
6,RT @6THGRADER: Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy. #baller #&#8230;
6,"RT @AIanHangover: ""what are you 15?""

yeah on a scale of one to ten, bitch"
7,"RT @AIanHangover: Be smart because you won't be pretty forever, bitch."
7,"RT @AIanHangover: If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch."
6,RT @AIanHangover: let's play a game called stop being a lil bitch
5,RT @ALMartinez32: &#8220;@100granHman: @IamMrEchols @ALMartinez32 &#128555;&#128555;&#8221;finding herself in the hoe section
6,RT @AMGLLCCEO: Social network got bitches heads like &#128553; http://t.co/BHMUO4x4VU
6,RT @AMGLLCCEO: When you die but a bad bitch walk in yo funeral &#128526;&#128526;&#128514;&#128514;&#128514;&#128514; http://t.co/YZs9DQVqDV
6,RT @ASAPYams: fresh razor blades in my goth bitch stocking
6,RT @A_Mitchellll13: My bestfriend got jumped by like 6-7 dudes n ur upset u have to pay fines...? -__________- gtfo bitch
5,RT @Adddisonn: Smoke good weed with a bad bitch
6,RT @Alejvndrv: &#8220;@1ortiz1: Id rather be your niggah&#8221;
4,RT @AlmightyVinny_: I can tell you a freak bitch don't lie to me
7,RT @AmberrrNicollle: Do loyal bad bitches exist? Because I want one
5,"RT @Amos_Louis: Broke hoes 3 words ""Out my face"""
6,"RT @Amys22Cents I need to hit the lottery yo, this work shit??? For the fucking birds!"
4,"RT @Anisa_So_Thick: @MsSashaBelle ur a wack bitch who sells her pussy for $65.00 , lives with her mom then was homeless cut the lies&#128521; http&#8230;"
5,RT @ArlisDoNotChill: This bitch played too much Subway Surfer http://t.co/BK5UnHQO3z
6,RT @AskWhy05: I hat that I paint my beard shit... Just eat some pussy and grow you one dawg... Quit tryin to shortcut it
5,RT @AssholeOfDaYear: Beyonce made too many hoodrat anthems to not have been a hoe at some point in her life.
6,"RT @AssholeOfDaYear: I hope my kids don&#8217;t disappoint me by coming out ugly, I got too many plans to get hoes indirectly with them."
6,RT @BNaStY00037: Could you please refrain from being a dumb bitch
6,RT @BallOut057: &#8220;@1stBlocJeremiah: My Tryna make me go to church Tommrow .. He'll nawl dude&#8221; bitch text me back
6,RT @BallOut057: @1stBlocJeremiah this bitch think look like Rihanna ? &#128514;&#128514;&#128514;&#128557;&#128557;&#128557; http://t.co/o7Q3CMDPnt
6,RT @BamBam_131st: @1stBlocJeremiah ima beat yo lil young ass quick plyin hoe&#128074;&#128514;&#128514;
6,RT @BananaSunshinee: People love to try to confront you... Yes bitch. I said it. Now what?&#128524;
4,RT @Bbillions: Making up handshakes with all my bitches now
9,"RT @BeauutifulNae: - don't trust no , bitch"
5,RT @Bigboybeezy: If you a hoe on the internet you a hoe irl
5,"RT @BlackNerdJade: #rapeyass RT @FireinFreetown: Uh..not rape her, bitch nigga? RT @latry: You see her passed out drunk, what do you do? ht&#8230;"
5,"RT @Bombfantasyyy: If you aint fucking me , feeding me , or supporting me YOUR OPINION is irrelevant bitch."
9,RT @BootyGangCult: Some of you bitches aren&#8217;t built to wear certain shit. http://t.co/IjTJvYY2VY
6,"RT @BoyGoten: When Waka said, ""Suck My Dragon Balls bitch call me GOKU!"" http://t.co/N7kP7dS198"
4,"RT @Brendaaaa05: I'm in love with mary jane and codine
I don't love these hoes"
6,RT @BrosConfessions: Ungrateful bitches ... http://t.co/aQCGKBxkcm
6,RT @BryanBalsamo: @1__dev I could if I tried but my money feels better then any pussy I've ever had
4,RT @BudaHefner74: Roll up let's get high let's get high bitch
6,RT @BudaHound: Been popping all my life what's fame 2 me.. bitches been stalking all my life bitches ain't a thang 2 me
5,RT @CHAMPAGNE_____: karma's a bitch. don't dish what you can't take. &#128583;
4,"RT @CHlLDHOODRUINER: ""bitch ass nigga square up"" &#128514;&#128514; http://t.co/xK1rpf1NPy"
4,RT @CaciTeamorDie: I don't wanna be a hoe &#128549;
6,RT @CallMeRenee_: &#8220;@1inkkofrosess: @CallMeRenee_ wussup bitch&#8221;nun finna take it in
6,RT @CallMeRenee_: @1inkkofrosess yasss bitch you did it
8,"RT @CauseWereGuys: Freeze bitch, I'm gonna steal your heart http://t.co/zKSYUwV8QV"
6,RT @CauseWereGuys: If you're not a little bitch http://t.co/92fliCL627
6,"RT @CauseWereGuys: Life is a bitch and harsh enough. Guys need a girl that will make them feel better and help relieve some of the stress, &#8230;"
5,RT @CauseWereGuys: When bitches talk about their boyfriend 24/7 http://t.co/KEeJvwbGbR
6,RT @CauseWereGuys: When you realize bae is a hoe http://t.co/OkVjxdL7ZW
6,RT @CauseWereGuys: You're a pussy http://t.co/Ufrr2RdcXm
6,RT @Chayeezy: When a bitch got you fucked up but you devoted your life to the Lord so you gotta stand there like you aint mad http://t.co/7&#8230;
6,"RT @Cheddar85: Dudes taking ""selfies"" aint cute. .... ya pussies"
8,RT @ChicoTheWolf: #DavidPullsBitches &#8220;@davidam_23: #TweetSomethingYouGetAlot Go talk to all your other hoes&#8221;
6,RT @ChiefKeef: That pussy Ain't yours broski. It's jus your turn!
6,"RT @ChiefKeef: You niggaz get so emotionaaaal, You remind me of my bitch!"
5,RT @CjayyTaughtHer: A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his &#8230;
6,"RT @Clyde_FadeAll: Plz don't tell nobody, bitch I know you got a man..lol I ain't gon tell nobody!"
6,"RT @CookieCocaine_: Stop fuckin with a ""take me out somewhere"" type of bitch...
Get you a ""baby I cooked for you"" type of chick!! &#128525;&#9749;&#65039;&#128056;"
6,RT @Coop_oz: I'm Tryna be like steez &#128175; bro got dem hoes rir
6,RT @CraziestFreaks: When you eat the pussy so good she can't control her moans &#128523;&#128166;&#128069; http://t.co/Gumzv3iKdJ
6,RT @CreationOfJay: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant&#8230;
6,RT @Crownthatbitch: Your pussy so bomb I call it dynamite
6,"RT @D0PESHIT0NLY: Bitches be having
No job
No future
No education
&amp; have the nerve to say ""all these niggas want is pussy""
Bitch cause that&#8230;"
5,RT @DBN_kev: Cry some more RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/7s0v4pm7IB
6,RT @DFkinLopes: When a bitch sneezes too close to you http://t.co/Jq3p3NyeAZ
8,RT @DJZeeti: This nigga tried to hate on me to a bitch and she told this cornball im that nigga http://t.co/CJfz9DaUYL
9,RT @DJZeeti: i couldnt host 106 and park .. i'd fuck too many young bitches
5,RT @Dadude1914: &#128073;&#128073;&#128073;&#128073;RT @AskWhy05: Karlie acting like she not a hoe.... She been wit 3 of the niggas on just this show plus two guest appear&#8230;
6,"RT @DanBilzerian: Apple, your new iPhone software is shit, maybe I'll sue u cunts &amp; request damages based on the pussy Ive missed out on b/&#8230;"
8,RT @Dasianah_: The most ghetto bitches be pregnant a/f smh poor kids! &#128531;
6,RT @DatNigPriest: @1BookieG not all of us my nig! I'm light skin with a dark skin mentality lol. We all black
6,RT @DedePayton: All hoes are friendly. Althea wants to say hi.
9,RT @DedePayton: On the low RT @mzlola_bunny: They're really looking for the next bitch to smash
5,RT @DineroLoco_Bo: If a nigga fuck my bitch dats on ha cat .. but ima leave yu alone fa being trifling
6,RT @Donnie_Blow: &#8220;@_100d: Having a bitch ain't goofy. Having bitch dat ain't loyal is&#8221; &#128588;&#128175;
6,"RT @Doped_: same bitch talking abt you will be the only bitch in your face, but &#128056;&#9749;&#65039;."
4,RT @DragonflyJonez: His jeans bluer denabitch. Dont let him lie to you. He's SICK RT @YolieTheJew how you know the pussy was't overrated ht&#8230;
4,RT @DrummerKid0328: Sike nah &#128514;&#128514;&#128514; that bitch be havin me buggin
7,"RT @DvpeDreams: If her pussy got over 10 body counts, It's dead&#128128;. Pussies&#128049; only have 9 lives &#128514;"
4,RT @EFCuttin: I know all those Pacer fans who stayed clownin D. Rose are all on mass suicide watch now... Karma is a fat bitch wit a beard &#8230;
5,RT @Erudite1914: I'ma start a fuck buddies to save lives program. Lol match some dry bitter ass folks up wit some good dick or pussy.
5,"RT @Fewjr: I don't trust nobody.&#128532;&#128076;

These bitches fake. &#128073;&#128131;

These niggas faker. &#128073;&#128694; 

So it's not ""fuck y'all"", I'd rather just not fuck wi&#8230;"
5,RT @FreeLaddin: This is what happens when niggas gas up ugly bitches http://t.co/dfKYmADk3b
5,"RT @FriendlyAssh0le: It's annoying as hell when girls tweet about ""bae"" all day. We don't give a fuck bitch. ""Bae"" is somewhere cheating ri&#8230;"
5,RT @FriendlyAssh0le: These 13 yr old bitches really got that minimum wage nigga alex thinking about starting a clothing line. Im done with &#8230;
4,RT @FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/alUy9EO3xK
8,RT @FuckYouIsaac_: Maury 70 years old still exposing hoes
6,RT @FunnyPicsDepot: Lmfao bitch got my phone https://t.co/alUNWj9SCk
6,RT @FunnyPicsDepot: this bitch at the mall shaped like mr. incredible http://t.co/L8CuVNznWm
6,RT @Fvnxy: When bae turns out to be a hoe http://t.co/h37nSQCmaR
4,RT @GMB_Ace: Boss Niggas Fuk wit Boss bitches Vice versa..
6,RT @GMB_Ace: Lame bitches always Wanna try 2 Play a real Nigga like a Lame Bitch das how u get treated N cut loose&#9995;
6,RT @Giselle_Horan13: @1D_NIPPLES_ you slay that bitch
4,RT @GoatRapLines: When Wale said.....nvm that nigga trash
6,RT @GorgeousCamry_: &#8220;@1inkkofrosess: @GorgeousCamry_ stop explaining yo self sorry ass bitch DONT NOBODY CARE &#128522;&#8221;eww you sound spicy !
6,RT @GreaterThn: When you see bae retweet or mention some hoe http://t.co/864iI0yIoV
4,RT @GrvndBxrry: i hate when bitches brag bout how they bf put it down ........ Then they single .... &#128514;
6,RT @GuiltyZoE: &#128514;benzino bitch wasn't ready &#128557;&#128557;&#127821;
6,RT @GuyCodes: One loyal girlfriend is worth more than a hundred hoes.
6,"RT @HannahJoeckel: I often try to help someone out if I can't decide whether I want to like their insta pic like ""ehh ill throw this bitch &#8230;"
4,"RT @Heartlle: i don't like girls that've been around &#128564;, niggas really be cuffin' community pussy."
4,"RT @Heissarcastic: Facebook needs these 3 buttons: ""Dislike"", ""Who cares"", ""Are you retarded?"""
5,RT @Heissarcastic: Pop a molly? Why don't some of you hoes start popping birth control
6,"RT @Heissarcastic: The nicer you are, the easier you're hurt. So just be a bitch"
9,RT @HerMoufPiece: Hairy pussy bitch you the type that got herps
6,RT @HerMoufPiece: Love a bitch that never act hollywood
6,"RT @HilariousBubble: &#8220;what are you twelve&#8221;

yeah on a scale of one to ten 

bitch"
6,"RT @HilariousBubble: Texting bitches at 11:12, making their wish come true."
9,RT @HilariousSelfie: how ugly bitches take selfies &#128557; http://t.co/SNt2iOmhGr
6,RT @Huntermoore: RETWEET if you fucked someone's bitch
6,RT @IGGYAZALEA: its like the guy that asks for your number and then says you ugly and a bitch when you say no&#8230;
6,"RT @IamJonahHilI: If you open a cold beer and it becomes warm before you finish it, you're a bitch."
5,RT @IamMrEchols: If you was a hoe yesterday you'll be a hoe tomorrow
4,RT @IamMrEchols: She eating pussy but don't eat vegetables
9,RT @Iethaldose: Feelings are a bitch to fucking control...
5,RT @IrregularGawd: Personality RT @LosBeOnIt: How fat bitches be in relationships before the pretty women? Let's see the answers lol &#128064;&#128064;&#128064;
6,RT @JacobCavenee_: @1D_NIPPLES_ thanks bitch http://t.co/xdox4K8YQo
4,RT @JaiiiiiBree: Bought that hoe a tomb stone since she's dying for Attention &#128529; R.I.P Bitch &#128128;
5,RT @Jawdan__: You're a faggot if you ever had the Kim Possible BBM notification
6,RT @Jaystuh72: &#8220;@187XO_: ' Not playen that side niggah shit with mine .&#8221;omm
5,RT @Jazzy_Blow: i can't never keep no bitch cause i put them hoes out
6,"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Bring it bitch http://t.co/g7Yq2cH9Uk"
6,"RT @JoeBudden: She&#8217;s not a hoe cuz she had sex before bro, lol"
9,RT @JoeBudden: Women all over America are overstating the value of pussy.
6,"RT @JoeBudden: Young, attractive, successful, supportive, faithful man w his own everything..u think bringing solely pussy to the table is &#8230;"
5,"RT @Jordiiin_: &#128514;if you can fuck my bitch , then she ain't ""My Bitch""&#128080;"
6,RT @JoseCanseco: I do not have bitch tits
4,"RT @JstKeepScrollin: Me fixing my car :10,000
The fade this hoe gone catch : Pricless http://t.co/qMU2um1nC3"
6,"RT @JustDreaa: I don't splurge around no hoe no I don't shine in front of no bitch cus after she get off my dick I be like ""Find the front &#8230;"
6,RT @KINGTUNCHI_: I don't understand if all these hoes say they getting money why tf they on twitter with that childish shit!! Bitch it's 20&#8230;
6,"RT @KINGTUNCHI_: I finally realize that these bitches just wanna see me down , wanna see me fall"
6,RT @KINGTUNCHI_: I make bitches fly like peter pand tho
6,RT @KINGTUNCHI_: I need a real bitch !
6,RT @KINGTUNCHI_: I only fw grown hoes!
6,RT @KINGTUNCHI_: In 5 years these hoes ain't gone be shit but a Dick head!
6,RT @KINGTUNCHI_: Jd told me I'm to player to be with one bitch
6,RT @KINGTUNCHI_: Lol got these hoes in they feelings !
6,RT @KINGTUNCHI_: Lol it's funny tho cuz every hoe that talk shit I .... NVm that shit ain't player
6,RT @KINGTUNCHI_: These bitches play both sides but get left in the middle!
6,RT @KanyeFaaces: when you let go of all your hoes for one girl but she end up bein a hoe too http://t.co/kn1yKRw4J4
6,"RT @KillAllSimps: Bitches love posting them ""Goals"" pics showing a Range Rover, Mansion, and money everywhere, bitch you unemployed"
6,"RT @KillAllSimps: Bitches see a picture of a couple walking on the stairs together and caption it ""Goals &#128525;&#128588;"", bitch all they doing is going&#8230;"
5,"RT @KillAllSimps: I had such a classic style of tweeting, trolls, dyke tweets, lists, etc, its crazy how many niggas tweet JUST LIKE ME now&#8230;"
6,RT @KingLekan90210: I forgive all u hoes/girls
6,RT @KingShelton_: Hell nah bitch http://t.co/owR6BjoZz4
6,RT @Knae__: .I'm a &#128170; lil bitch
6,RT @KoolAssK: U want a nigga to just spend all his hard earned money on u? hoe go strip that solves that problem lol
6,"RT @Krislisisms: Grow up, bitch."
5,RT @LIVYLOHAN: &#8220;@1waynostra: Dats y I don't argue wit Dese bitches lol&#8221; keep it brief trappa lls
5,RT @LaLeaa_: #wcw both the babes @undrgrundghosts &amp; @0beyyourmaster . &#128571;&#128571; love thse sexy bitches!! #bestfriend #babe&#8230; http://t.co/MyBspKdzV2
6,RT @LariDodi: Ur a lil bitch if you don't have your read receipt on&#128064; #Shady&#128511;
4,RT @Larissa_x33: you be smokin my dick bitch
6,"RT @Late___: I dive in tha pussy like...
&#128514;&#128514;&#128514;&#128513;&#128074;&#128175; http://t.co/c4jnQWp9dW"
7,RT @LeBronVuitton: Bain wasn't no hoe ass nigga at all
6,"RT @LeBronVuitton: I don't stand in line at clubs, the security come escort me in. Yellow diamonds tell a bitch get over here, Scorpion."
6,RT @LeBronVuitton: Joe changed her life and went back to his old bitch&#128514;&#128514; &#8220;@1stName_Bravo: @LeBronVuitton ha.. she got them bitches worked o&#8230;
5,RT @LeBronVuitton: Kill'lees hoes when I feel like it
9,RT @LeezyTheWarrior: Can't be letting them messy hoes mess with yo business...
6,"RT @LickMeGently: Big booty = sour face ,no hair ,or she a hoe."
6,"RT @LilBro___: ""pussy""&#128514;&#128557;&#128557; https://t.co/X4f6VA7g5q"
4,RT @LilReese300: Rip blood money shoryy was a rider blew dat 50 at shy glizzy bitch ass in his own city yea yea...#300
6,RT @LilTy___: Who do bitches take me for? &#128514;&#128514;&#128514;
4,"RT @LiveAndUncut: if you really wanna please your man, seeing him pleased Gon turn you on. but you know, bitches aint really what they clai&#8230;"
6,RT @Liveitupjersey: @1SleepingGiant @ccass357 The only thing that cunt talked about was me crying about the traffic jam. Knows nothing abou&#8230;
7,RT @Liveitupjersey: @ccass357 @1SleepingGiant trash him for name calling? Read your Shit to me Bitch! That's all you got!!!!
5,RT @LongestMonday: I aint got no problem chicks goin on vacay to the states to be hoes. Just declare ya AIDS at the border when ya come back
5,RT @MA_OTL: Luv n hip hop checks drying up bitches turning to insurance scams! http://t.co/JrJtHV25t2
5,"RT @MadPatsFan1954: .@FR_INC ""coon meat?!"" Made me ill to even type that. Racist much? @lybr3"
6,"RT @MaddieKreyKrey: I have to pretend like I'm a cold hearted bitch and cut you off in an instant without a second thought, when actually I&#8230;"
4,"RT @Makeit_aMiller: @Mike_Stud @HoodieAllen hoodie is a little bitch, when was the last time you heard about hoodies ""team"" mike put all hi&#8230;"
6,RT @MarijuanaPosts: Ever leave me around your bitch I&#8217;mma get her stoned.
6,RT @Marlin_FishyAss: A bitch a get chalked b4 I catch feelings
5,RT @Masteroshi_: #MigosConcert was turnt af last night but @BobbyShmurdaGS9 shut that bitch down wit #hotnigga frfr
4,RT @MattAncheyta: Dumb bitch
6,RT @Meechgod: &#8220;@1017_Sqquad: But it's some bad bitches on backpage ... You might find one of yo followers on there too &#128064;&#128064; &#128056;&#9749;&#65039;#WhereTheyAtDo&#8230;
4,"RT @MettaDamnFool: &#128557;&#128557;&#128557;&#128557; RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/k2TU1S85t6"
6,RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP
5,RT @Mids_areForkids: If a nigga talkin shit about me an you around sittin there quiet yous a fuckin bitch an I don't fucks with you real wr&#8230;
4,RT @MikeDiggEm: I googled her number and found she was a hoe
6,"RT @Milesss_: like if you're a bitch, own it and be a bitch. But just cuz you got some flower emojis in some tweets doesn't mean you're som&#8230;"
5,RT @MoneyHG: I love pussy
6,RT @Montrell_: Bitches be swearing they pussy soooo good &#128553;&#128530; nonsense &#128545;
6,RT @MosoKnowso: RT @TroyAve I got no interest in tall skinny model bitches! I like my women with some ass &amp; hips ...
5,RT @MotherOfBraylon: &#8220;@1inkkofrosess: @MotherOfBraylon you already know they go to fed for me ah bitch be ready to walk out the door &#128514;&#128514;&#9996;&#65039;&#8221;&#128514;&#8230;
4,RT @Mryungone: &#8220;@viaNAWF I got some lightskin pussy one time and the bitch damn near had me bout to propose.&#8221; had some I had to immediately&#8230;
5,RT @MsKeShera_: these bitches be sending shots but be missing me ian been @'d yet you cant be dissing me!
6,RT @MyNameIsArii_: boats and hoes.
5,RT @Naishaa_: Fuck a nigga and a bitch
4,RT @Nezzie__Nezz: Or feet &#128553;&#128555;&#128518; RT @VeronicaGK: Yea I got big hands lol i'm a big bitch 5'10 lol i'm not gon have small hands &#128514;&#128514;&#128514;&#128514;
6,RT @NoBeeetch: When you go through her phone and find out she a hoe http://t.co/2JvCkOBNb8
5,RT @O3_Millz: &#8220;@1BookieG: @O3_Millz the last bitch I fucked was a mixed breed&#8221; &#128175;&#128175;&#128175;&#128514;&#128514;&#128514;
6,RT @O3_Millz: Had to block his bitch ass
6,"RT @OGTREEZ: Steve found out you can't call Taiquaniesha a ""stupid fuckin cunt"" like you can w Becky http://t.co/3A5qGki97B"
6,RT @OMGitsBabyJoe: Don't talk behind my back I hate that pussy shit
6,"RT @OMGitsBabyJoe: I fucked your bitch a hunned times , what the fuck your bitch got on her mind? My fuckin dick.."
6,RT @OhSnapsItsShaq: I feel like no matter how much of a hoe she is if the right nigga put her in her place she gone change .
6,"RT @Oh_YeaBoo: Ion like bitches that do slick shit , just be straight up nd let me know wassup &#128129;&#128175;"
6,"RT @OxDictionary: I got bitches""

Definition: I'm with some female friends who don't know that I'm referring to them as bitches."
5,RT @Oz_lito: @1stBlocJeremiah Ctfu hell yea yo bitch ever got out?
6,RT @Oz_lito: Dis bitch wanna smoke all our weed
4,RT @PRAYINGFORHEAD: ya pussy stank @_ANGELSAMUELS http://t.co/i9tXjSDOZZ
5,RT @PRIVALEDGE: Undercover hoes
6,RT @PaulIzzo2: @HomSec @LyndaG1963 Honey pot Harf is the state dept version of pussy Paltrow
6,RT @PoiiNtGuaRd: Them bitches prolly had to pay Beyonc&#233; 100 million to perform 5 minutes &#128530;
5,RT @Pooh_foe: Niggaz talk more than bitches these days..
6,RT @Quis_2TurntUp: &#8220;@1017_Sqquad: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;
6,RT @RBK_STEVIEJ: I love a bitch wit sum nice teeth n lips&#128524;
8,"RT @RIPvuhsace: Porn, the only place where a bitch gon be under the table sucking a niggas dick while he eating dinner with his parents."
4,"RT @RakwonOGOD: ""Fuck bitches , get money"" - A favorite nigga's line when a girl leave his ass for another man"
9,RT @RakwonOGOD: Lmaoo bitch what? http://t.co/2dhLgXcVg2
6,RT @RakwonOGOD: i started fuckin with bitches who believe everything their horoscope say.they believe the dumbass horoscopes they gunna bel&#8230;
6,"RT @RappersSaid: When Kanye said ""I don't need your pussy, bitch. I'm on my own dick."" http://t.co/6eeLUmjbme"
5,RT @RayRayOspeciial: Hate a broke bitch and nigga
